sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Farmingdale BD Of ED,02501490,34025,Monmouth County,New Jersey,07727,0,0,0,1,1,1,156,1,1,40.19,-74.17
Keansburg BD Of ED,02502400,34025,Monmouth County,New Jersey,07734,1,7.773481781376518,0,1,1,1,1599,4,4,40.44,-74.13
Ocean Twp BD Of ED,02503810,34025,Monmouth County,New Jersey,07755,1,10.65483870967742,0,1,1,1,3585,6,1,40.26,-74.02
Lead Charter School,08006109,34013,Essex County,New Jersey,07103,0,0,0,,,,246,1,3,40.74,-74.2
Edgewater Park BD Of ED,00501280,34005,Burlington County,New Jersey,08010,1,6.612698412698412,0,1,1,1,905,2,2,40.06,-74.92
Somerset Hills School Dis,03504815,34035,Somerset County,New Jersey,07924,1,7.387005649717514,0,1,1,1,1998,3,1,40.73,-74.59
Trenton BD Of ED,02105210,34021,Mercer County,New Jersey,08609,1,7.514107791726889,1,1,1,1,11994,23,4,40.23,-74.74
Fairview BD Of ED,00301470,34003,Bergen County,New Jersey,07022,0,0,0,4,4,4,1499,4,3,40.81,-74
Prospect Park BD Of ED,03104270,34031,Passaic County,New Jersey,07508,1,7.711486771068653,0,2,1,2,879,1,4,40.96,-74.18
West Long Branch,02505640,34025,Monmouth County,New Jersey,07764,0,0,0,1,1,1,565,1,1,40.29,-74.01
Red Bank Reg BD Of ED,02504365,34025,Monmouth County,New Jersey,07739,1,9.10999875015623,0,2,2,1,1213,1,1,40.33,-74.03
Berlin Boro BD Of ED,00700330,34007,Camden County,New Jersey,08009,0,0,0,1,1,1,830,1,1,39.79,-74.93
Philips Acad Cs,08006094,34013,Essex County,New Jersey,07103,1,13.08058608058608,1,2,2,1,706,2,3,40.74,-74.2
Clementon BD Of ED,00700880,34007,Camden County,New Jersey,08021,1,8.112738853503185,0,1,2,1,489,1,3,39.8,-74.98
Hoboken Dual Language Charter School,08006036,34017,Hudson County,New Jersey,07030,0,0,0,,,,399,2,1,40.75,-74.03
Edgewater BD Of ED,00301270,34003,Bergen County,New Jersey,07020,1,1,0,1,1,1,1005,2,1,40.82,-73.97
Lavallette BD Of ED,02902550,34029,Ocean County,New Jersey,08735,1,2.5331936479929422,0,2,1,1,143,1,1,39.98,-74.07
Pennsauken Twp Bd Ed,00704060,34007,Camden County,New Jersey,08110,1,11.305555555555554,0,1,1,1,4776,9,3,39.97,-75.06
N Warren Reg BD Of ED,04103675,34041,Warren County,New Jersey,07825,0,0,0,2,1,1,798,1,1,40.98,-74.96
Andover Regional BOE,03700090,34037,Sussex County,New Jersey,07860,1,2.035014341526136,0,1,1,1,457,2,1,41.05,-74.75
Passaic Arts And Science Charter School,08006080,34031,Passaic County,New Jersey,07055,1,9.6,1,1,1,1,1452,4,3,40.85,-74.12
Riverdale Boro BD Of ED,02704440,34027,Morris County,New Jersey,07457,1,6,0,1,1,1,319,1,1,40.99,-74.3
Hackettstown BD Of ED,04101870,34041,Warren County,New Jersey,07840,1,9.648946462797063,1,1,1,1,1890,4,1,40.85,-74.82
Oceanport BD Of ED,02503830,34025,Monmouth County,New Jersey,07757,1,1,0,1,1,1,599,2,1,40.31,-74.02
Mary Stout,02102581,34021,Mercer County,New Jersey,08625,0,0,0,1,1,1,93,3,3,40.22,-74.76
Piscataway Twp BD Of ED,02304130,34023,Middlesex County,New Jersey,08854,1,2.08,0,1,1,1,7092,10,2,40.51,-74.45
Mansfield Twp BD Of ED,04102970,34041,Warren County,New Jersey,07865,1,5,1,2,1,1,600,1,2,40.79,-74.91
College Achieve Greater Asbury Park Cs,08007891,34025,Monmouth County,New Jersey,07724,0,0,0,,,,230,2,4,40.29,-74.05
North Hanover BOE,00503650,34005,Burlington County,New Jersey,08562,1,9.88953488372093,1,1,1,1,1109,4,1,40.06,-74.59
Howell Twp BD Of ED,02502290,34025,Monmouth County,New Jersey,07731,1,4,1,1,1,1,5698,12,1,40.14,-74.19
Rancocas Valley Reg Hs,00504320,34005,Burlington County,New Jersey,08060,0,0,0,1,1,1,2006,1,1,39.99,-74.78
Consortium Of Catholic Schools Of The Rc Diocese Of Paterson Inc Catholic Academy Of Passaic County,03209714,34031,Passaic County,New Jersey,07013,1,5.081081081081081,0,2,1,2,337,2,3,40.86,-74.15
Wayne BD Of ED,03105570,34031,Passaic County,New Jersey,07470,1,10.28125,1,1,1,1,5085,12,1,40.94,-74.24
New Horizons Comm Charter,08007290,34013,Essex County,New Jersey,07103,0,0,0,1,1,1,684,1,4,40.74,-74.2
Winfield BD Of ED,03905810,34039,Union County,New Jersey,07036,0,0,0,1,1,1,135,1,1,40.62,-74.23
Kipp Cooper Norcross Academy At Lanning Square,08001799,34007,Camden County,New Jersey,08103,1,11.5,1,2,3,4,1355,3,4,39.94,-75.11
Dumont BD Of ED,00301130,34003,Bergen County,New Jersey,07628,1,7,1,1,1,1,2566,5,1,40.94,-73.99
Cranbury BD Of ED,02300970,34021,Mercer County,New Jersey,08512,1,10.05,0,1,1,1,458,1,1,40.31,-74.51
Gloucester Twp BD Of ED,00701780,34007,Camden County,New Jersey,08012,1,8.117224880382775,0,2,2,4,6227,11,2,39.79,-75.06
East Amwell Twp BD Of ED,01901160,34019,Hunterdon County,New Jersey,08551,1,9.71842105263158,0,1,1,1,349,1,1,40.44,-74.82
N Burl Co Reg BD Of ED,00503690,34005,Burlington County,New Jersey,08022,1,8.020338983050848,0,3,2,2,2157,2,1,40.06,-74.68
Gloucester Co Voc Tech,01501775,34015,Gloucester County,New Jersey,08080,0,0,0,3,3,3,1467,1,1,39.75,-75.09
Runnemede BD Of ED,00704590,34007,Camden County,New Jersey,08078,1,3.3333333333333335,1,2,2,1,816,3,2,39.85,-75.07
Eco Charter School,08006232,34007,Camden County,New Jersey,08102,1,2.5,0,2,1,1,187,2,4,39.95,-75.12
Dover Town BD Of ED,02701110,34027,Morris County,New Jersey,07801,1,6.705,1,1,1,1,3098,5,3,40.88,-74.55
Mansfield Twp BD Of ED,00502960,34005,Burlington County,New Jersey,08022,1,5.75,0,1,1,1,536,2,1,40.06,-74.68
Newark Public Schools,01303570,34013,Essex County,New Jersey,07102,0,0,1,1,1,1,36589,63,3,40.74,-74.17
Medford Twp BD Of ED,00503080,34005,Burlington County,New Jersey,08055,1,5.525,1,3,1,1,2605,7,1,39.86,-74.82
West New York BD Of ED,01705670,34017,Hudson County,New Jersey,07093,0,0,1,2,1,1,8465,10,3,40.79,-74.01
Pas Co Manch Reg BD Of ED,03103980,34031,Passaic County,New Jersey,07508,0,0,1,,,,824,1,4,40.96,-74.18
Queen City Acad Charter,08007600,34039,Union County,New Jersey,07063,1,2.03125,0,1,1,1,323,1,3,40.61,-74.44
Lumberton BD Of ED,00502850,34005,Burlington County,New Jersey,08048,1,6.666296296296296,1,1,1,1,1223,4,1,39.96,-74.8
Deptford BD Of ED,01501100,34015,Gloucester County,New Jersey,08096,0,0,0,,,,4479,8,2,39.83,-75.15
Youth Consultation-Res,11409570,34013,Essex County,New Jersey,07104,1,1,0,1,1,1,148,10,,40.77,-74.17
Edison Twp BD Of ED,02301290,34023,Middlesex County,New Jersey,08837,1,1.9938271604938271,1,1,1,1,16324,18,1,40.52,-74.36
"New Jersey Institute For Disabilities, Inc.",02409417,34023,Middlesex County,New Jersey,08837,0,0,0,1,1,1,142,1,1,40.52,-74.36
Legacy Treatment Services,00609621,34005,Burlington County,New Jersey,08036,0,0,0,1,1,1,72,1,1,39.98,-74.82
Florence Twp BD Of ED,00501520,34005,Burlington County,New Jersey,08518,1,7.25,0,1,1,1,1550,3,2,40.11,-74.8
Visions And Pathways,23609644,34035,Somerset County,New Jersey,08807,1,12.05,1,1,1,1,16,1,,40.59,-74.62
Shiras Chaim,03009758,34029,Ocean County,New Jersey,08701,1,10,0,1,1,1,529,3,3,40.09,-74.21
Riverside Twp BD Of ED,00504450,34005,Burlington County,New Jersey,08075,1,6.531818181818181,0,1,1,1,1391,2,3,40.03,-74.95
Lyndhurst Twp BD Of ED,00302860,34003,Bergen County,New Jersey,07071,1,2.6666666666666665,1,1,1,1,2484,9,1,40.8,-74.11
Hope Community Charter School,08006086,34007,Camden County,New Jersey,08103,0,0,0,2,1,1,159,1,4,39.94,-75.11
Roseville Community Charter School,08006058,34013,Essex County,New Jersey,07107,0,0,0,,,,333,1,4,40.76,-74.19
Cerebral Palsy N Jrsy,01409642,34013,Essex County,New Jersey,07039,0,0,0,,,,149,2,1,40.78,-74.32
Mainland Reg BD Of ED,00102910,34001,Atlantic County,New Jersey,08221,1,1.2777777777777777,0,1,3,1,2034,3,1,39.34,-74.57
Holy Name School,00809400,34007,Camden County,New Jersey,08102,1,8,1,2,3,2,175,1,3,39.95,-75.12
College Achieve Paterson Cs,08007892,34031,Passaic County,New Jersey,07501,0,0,0,,,,505,1,4,40.91,-74.16
Irvington BD Of ED,01302330,34013,Essex County,New Jersey,07111,1,8.574813200498133,1,1,1,1,7134,13,3,40.72,-74.23
Hopewell Twp BD Of ED,01102270,34011,Cumberland County,New Jersey,08302,1,4,0,2,1,1,477,1,2,39.42,-75.22
Paul Robeson Charter School,08006025,34021,Mercer County,New Jersey,08638,0,0,0,,,,379,1,4,40.25,-74.76
Lower Twp BD Of ED,00902840,34009,Cape May County,New Jersey,08204,1,0.8,0,1,1,1,1652,4,2,38.94,-74.9
St Michael School,01450019,34013,Essex County,New Jersey,07104,0,0,0,1,1,1,289,1,3,40.77,-74.17
Mark Kramer,03503320,34035,Somerset County,New Jersey,08558,1,10.2,1,2,1,2,1986,3,1,40.41,-74.7
Shannon DuBois,03301350,34033,Salem County,New Jersey,08079,1,8.012659554949806,0,1,1,1,116,1,2,39.56,-75.47
Chesterfield Twp BD Of ED,00500830,34005,Burlington County,New Jersey,08515,1,9.047239111714203,1,1,1,1,755,1,1,40.15,-74.66
Ridgefield Park BD Of ED,00304380,34003,Bergen County,New Jersey,07660,1,5.208224883433735,0,1,1,1,2236,4,1,40.85,-74.02
Kittatinny Reg Hs Bd Ed,03702465,34037,Sussex County,New Jersey,07860,1,1.535002918193314,0,1,1,1,940,1,1,41.05,-74.75
Pennsville BD Of ED,03304075,34033,Salem County,New Jersey,08070,1,6.616701160987629,0,1,1,1,1799,5,1,39.65,-75.51
College Achieve Central Charter School,08006101,34039,Union County,New Jersey,07062,0,0,0,,,,984,3,4,40.63,-74.4
Bergen Center For Child,00454827,34003,Bergen County,New Jersey,07641,1,6.6,0,1,1,1,21,1,3,40.96,-73.99
W Windsor Plains BD Of ED,02105715,34021,Mercer County,New Jersey,08550,1,5.513333333333334,0,1,1,1,10538,10,1,40.28,-74.61
Oakland BD Of ED,00303760,34003,Bergen County,New Jersey,07436,1,4.208250325887873,0,1,1,1,1335,4,1,41.03,-74.24
Magnolia BD Of ED,00702890,34007,Camden County,New Jersey,08049,0,0,0,2,1,2,404,1,2,39.85,-75.03
Monroe Twp BD Of ED,01503280,34015,Gloucester County,New Jersey,08094,1,5.181498207885304,0,1,1,1,5775,6,1,39.68,-74.98
St Benedicts/St Marys,01409548,34013,Essex County,New Jersey,07102,0,0,0,2,2,2,799,1,3,40.74,-74.17
Jamesburg BD Of ED,02302370,34023,Middlesex County,New Jersey,08831,1,8.566844449448006,0,1,1,1,689,2,3,40.34,-74.44
Egg Harbor City BD Of ED,00101300,34001,Atlantic County,New Jersey,08215,1,8.038252100840335,0,2,3,4,537,2,3,39.56,-74.59
Paterson Arts & Sciences Charter School,08006097,34003,Bergen County,New Jersey,07407,1,8,1,1,1,1,784,2,3,40.9,-74.11
Camden City BD Of ED,00700680,34007,Camden County,New Jersey,08105,1,8.196774193548386,1,3,2,4,10631,31,4,39.95,-75.09
Marist High School,01809702,34017,Hudson County,New Jersey,07002,0,0,0,1,1,1,256,1,2,40.66,-74.11
John Paul Ii Reg,00800273,34007,Camden County,New Jersey,08084,1,5.1,0,2,1,1,345,1,2,39.83,-75.02
Millstone Twp BD Of ED,02503200,34025,Monmouth County,New Jersey,08535,1,5.225,0,1,1,1,1117,3,1,40.21,-74.44
Principle Academy Charter School,08006104,34001,Atlantic County,New Jersey,08234,0,0,1,,,,409,1,4,39.41,-74.58
Yeshiva Meor Hatorah Inc,03009804,34029,Ocean County,New Jersey,08701,1,3,0,1,1,1,105,1,2,40.09,-74.21
Mesivta Of Eatontown,03009801,34029,Ocean County,New Jersey,08701,0,0,0,1,1,1,35,1,1,40.09,-74.21
Gray Charter School,08006665,34013,Essex County,New Jersey,07102,0,0,0,1,1,1,350,1,4,40.74,-74.17
Ocean Co Juvenile Det Ctr,23009429,34029,Ocean County,New Jersey,08754,0,0,0,2,2,1,8,1,,39.95,-74.18
Twin Oaks Community Services Inc.,10609440,34005,Burlington County,New Jersey,08060,0,0,0,1,1,3,82,18,,39.99,-74.78
Middlesex Co Dept Youth Services,22409215,34023,Middlesex County,New Jersey,08902,0,0,0,1,1,1,52,2,,40.45,-74.48
Midd Co Voc BD Of ED,02303150,34023,Middlesex County,New Jersey,08816,1,3.237774038578779,0,1,1,1,2036,4,2,40.42,-74.41
Sussex-Wantage Rg Bd Ed,03705100,34037,Sussex County,New Jersey,07461,1,8.025,0,1,1,1,1006,3,1,41.2,-74.6
Mt Arlington BD Of ED,02703410,34027,Morris County,New Jersey,07856,1,11.03501017199926,0,2,2,1,362,2,1,40.91,-74.64
Village Charter School,08008140,34021,Mercer County,New Jersey,08628,1,6.0843373493975905,0,1,2,3,360,1,3,40.26,-74.83
Knowlton Twp BD Of ED,04102470,34041,Warren County,New Jersey,07833,1,7.0349576271186445,0,4,4,3,176,1,1,40.89,-75.07
Hardyston Twp BD Of ED,03702030,34037,Sussex County,New Jersey,07419,1,6.609523809523809,0,2,1,1,639,2,1,41.14,-74.57
Knesses Bais Levi,03009784,34029,Ocean County,New Jersey,08701,0,0,0,1,1,1,91,1,4,40.09,-74.21
Clifton BD Of ED,03100900,34031,Passaic County,New Jersey,07013,0,0,0,1,1,1,10641,19,3,40.86,-74.15
Guttenberg BD Of ED,01701850,34017,Hudson County,New Jersey,07093,1,9.5,0,1,1,1,943,1,3,40.79,-74.01
Wildwood BD Of ED,00905790,34009,Cape May County,New Jersey,08260,1,4.905805790484097,1,1,1,1,885,4,4,38.98,-74.82
Spotswood BD Of ED,02304970,34023,Middlesex County,New Jersey,08884,1,9.275174825174826,1,1,1,1,1679,4,1,40.39,-74.39
Ocean Academy Charter School,08007893,34029,Ocean County,New Jersey,08701,0,0,0,1,1,1,213,1,4,40.09,-74.21
Washington Twp BD Of ED,01505500,34015,Gloucester County,New Jersey,08080,1,3.511267605633803,0,2,3,3,7219,12,1,39.75,-75.09
Southern Reg BD Of ED,02904950,34029,Ocean County,New Jersey,08050,1,1.6111111111111112,0,1,1,1,2882,3,1,39.69,-74.25
Cresthaven Academy Charter School,08006102,34039,Union County,New Jersey,07060,1,1,0,2,2,3,232,1,3,40.62,-74.42
Hamburg Bor BD Of ED,03701930,34037,Sussex County,New Jersey,07419,1,7.609043151969981,0,1,1,1,249,1,1,41.14,-74.57
Clark BD Of ED,03900850,34039,Union County,New Jersey,07066,1,4,1,1,1,1,2256,4,1,40.62,-74.31
Butler Boro BD Of ED,02700630,34027,Morris County,New Jersey,07405,1,10.583333333333332,0,1,1,1,1173,3,1,40.99,-74.34
Hamilton Twp BD Of ED,00101940,34001,Atlantic County,New Jersey,08330,1,3.490154207248401,0,1,1,1,2856,3,2,39.45,-74.72
Cpc Behavioral Healthcare,02609675,34025,Monmouth County,New Jersey,07751,1,2.4266666666666667,0,2,2,1,169,1,3,40.36,-74.25
Mercer Co Spec Serv Sch D,02103103,34021,Mercer County,New Jersey,08690,1,4.305873153779323,0,1,1,1,909,5,3,40.22,-74.66
Belvidere BD Of ED,04100280,34041,Warren County,New Jersey,07823,0,0,1,1,1,1,673,3,1,40.82,-75.07
Archway Programs,00809277,34007,Camden County,New Jersey,08004,0,0,0,1,1,1,214,2,4,39.76,-74.85
Middlesex BD Of ED,02303140,34023,Middlesex County,New Jersey,08846,1,9.506818181818183,1,2,2,1,2102,5,1,40.57,-74.5
Nachlas Bais Yaakov,03009775,34029,Ocean County,New Jersey,08701,1,6.5,0,2,2,1,172,1,1,40.09,-74.21
Northwest Essex Comm,01409528,34013,Essex County,New Jersey,07109,0,0,0,1,1,1,55,1,3,40.79,-74.16
Woodbury BD Of ED,01505860,34015,Gloucester County,New Jersey,08096,1,6.092064083913006,1,1,1,1,1519,4,3,39.83,-75.15
Margate City BD Of ED,00103020,34001,Atlantic County,New Jersey,08402,1,2.5,0,1,1,1,346,2,1,39.33,-74.5
Bloomingdale,03100420,34031,Passaic County,New Jersey,07403,1,11.868323025021084,0,2,2,1,535,3,1,41.02,-74.33
Mount Holly BD Of ED,00503430,34005,Burlington County,New Jersey,08060,1,3.865333333333333,0,1,1,1,1071,3,3,39.99,-74.78
Hoboken Charter,08006720,34017,Hudson County,New Jersey,07030,0,0,0,,,,296,2,1,40.75,-74.03
Discovery Charter School,08006320,34013,Essex County,New Jersey,07102,0,0,0,1,1,1,113,1,4,40.74,-74.17
Chester Twp BD Of ED,02700820,34027,Morris County,New Jersey,07930,1,5.2,0,1,1,1,1052,3,1,40.78,-74.69
No Brunswick BD Of ED,02303620,34023,Middlesex County,New Jersey,08902,1,11.031528059973375,0,2,3,1,5981,6,2,40.45,-74.48
Millville Public Charter School,08006069,34011,Cumberland County,New Jersey,08332,0,0,0,,,,703,3,3,39.39,-75.05
Tinton Falls BD Of ED,02505185,34025,Monmouth County,New Jersey,07724,1,1.8333333333333333,1,1,1,1,1440,3,1,40.29,-74.05
Belmar BD Of ED,02500270,34025,Monmouth County,New Jersey,07719,1,11.54,0,1,1,1,469,1,3,40.17,-74.02
Academy For Urban Leadership Cs,08006032,34023,Middlesex County,New Jersey,08861,0,0,0,,,,554,2,4,40.52,-74.27
Woodland Twp BD Of ED,00505890,34005,Burlington County,New Jersey,08019,0,0,0,2,2,2,121,1,1,39.78,-74.53
Somerville BD Of ED,03504820,34035,Somerset County,New Jersey,08876,1,12.502494953815216,1,2,2,1,2361,3,1,40.57,-74.61
Wallkill Val Rg BD Of ED,03705435,34037,Sussex County,New Jersey,07419,1,9.114736842105263,1,1,1,1,602,1,1,41.14,-74.57
Long Branch BD Of ED,02502770,34025,Monmouth County,New Jersey,07740,1,8.744877615565162,1,1,1,1,5793,12,3,40.29,-73.98
"Robbin Remster, FSD",00101690,34001,Atlantic County,New Jersey,08205,1,9.125,0,3,3,3,3872,8,2,39.48,-74.47
Passaic Co Voc BD Of ED,03103995,34031,Passaic County,New Jersey,07470,1,3.5,0,1,1,1,3729,1,3,40.94,-74.24
Barack Obama Green Charter School,08006033,34039,Union County,New Jersey,07060,0,0,0,,,,239,1,4,40.62,-74.42
Somerdale BD Of ED,00704790,34007,Camden County,New Jersey,08083,1,1.0266803616138194,0,1,1,1,499,1,2,39.84,-75.02
Great Oaks Legacy Charter School,08006053,34013,Essex County,New Jersey,07102,0,0,0,1,1,1,1625,4,4,40.74,-74.17
East Brunswick Board of Education,02301170,34023,Middlesex County,New Jersey,08816,0,0,0,1,1,1,8296,11,1,40.42,-74.41
Tiferes Bais Yaakov,03009711,34029,Ocean County,New Jersey,08701,0,0,0,2,2,3,762,1,4,40.09,-74.21
Egg Harbor Twp BD Of ED,00101310,34001,Atlantic County,New Jersey,08234,1,7.062024430409152,0,2,2,2,7395,8,2,39.41,-74.58
S Org Maplewood BD Of ED,01304900,34013,Essex County,New Jersey,07040,1,8.235971223021583,0,1,1,1,7130,9,1,40.73,-74.27
Acad Of St James Of The Marches,03209799,34031,Passaic County,New Jersey,07512,1,6.6,0,1,1,1,193,1,3,40.9,-74.22
Eastampton Twp BD Of ED,00501250,34005,Burlington County,New Jersey,08060,1,10.2,0,1,1,1,587,1,1,39.99,-74.78
Lenape Val Rg Hs BD Of ED,03702615,34037,Sussex County,New Jersey,07874,1,12.2,1,1,1,1,695,1,1,40.91,-74.7
Pace Charter-Hamilton,08007500,34021,Mercer County,New Jersey,08619,1,1.5,0,3,1,2,341,3,3,40.24,-74.7
Hazlet Twp BD Of ED,02502105,34025,Monmouth County,New Jersey,07730,1,11.17440200286123,1,1,1,1,2852,8,1,40.42,-74.17
HMH Carrier Clinic,13609683,34035,Somerset County,New Jersey,08502,1,10.5,0,1,1,1,66,1,,40.46,-74.64
Sterling High School,00705035,34007,Camden County,New Jersey,08083,1,7.6408,1,1,1,1,962,1,1,39.84,-75.02
Atlantic Co Voc School,00100120,34001,Atlantic County,New Jersey,08330,1,5.183333333333334,0,2,2,1,1656,3,3,39.45,-74.72
Washington Twp BD Of ED,04105530,34041,Warren County,New Jersey,07882,1,8.065022324331354,0,3,3,3,419,2,1,40.75,-74.98
Burch Charter Sch Of Ex,08006022,34013,Essex County,New Jersey,07111,1,1,0,1,1,1,349,1,4,40.72,-74.23
Salem City BD Of ED,03304630,34033,Salem County,New Jersey,08079,1,9,1,2,2,2,1234,3,4,39.56,-75.47
Eastern Cam Co Reg BOE,00701255,34007,Camden County,New Jersey,08043,1,1,0,1,1,1,1959,1,1,39.84,-74.95
Hopewell Val Reg BD Of ED,02102280,34021,Mercer County,New Jersey,08534,1,10.803113553113555,1,3,2,2,2300,5,1,40.32,-74.79
Manville BD Of ED,03503000,34035,Somerset County,New Jersey,08835,1,10.538461538461538,0,2,1,1,1505,4,2,40.54,-74.58
School Dist Of Chathams,02700785,34027,Morris County,New Jersey,07928,1,8.457777777777778,0,1,1,1,2571,5,1,40.74,-74.38
Plumsted Twp BD Of ED,02904190,34029,Ocean County,New Jersey,08533,1,5.551761993632671,1,1,1,1,1328,3,1,40.06,-74.53
Keyport BD Of ED,02502430,34025,Monmouth County,New Jersey,07735,1,4.54776063775307,0,1,1,1,1042,2,2,40.43,-74.2
St Aloysius Schools,01809482,34017,Hudson County,New Jersey,07306,1,2.2,0,2,2,2,265,1,1,40.73,-74.07
Linden BD Of ED,03902660,34039,Union County,New Jersey,07036,1,7,1,1,3,1,6224,11,3,40.62,-74.23
Little Ferry BD Of ED,00302710,34003,Bergen County,New Jersey,07643,1,8.688235294117646,1,1,1,1,833,2,2,40.84,-74.04
Brigantine BD Of ED,00100570,34001,Atlantic County,New Jersey,08203,1,7.045116577306648,0,1,1,1,559,2,2,39.41,-74.36
Cinnaminson BD Of ED,00500840,34005,Burlington County,New Jersey,08077,1,10.089188060065812,1,3,3,1,2414,4,1,40.01,-75.01
Lower Cape May Reg BOE,00902820,34009,Cape May County,New Jersey,08204,1,5.352695227068056,1,3,4,4,1296,2,2,38.94,-74.9
Roselle BD Of ED,03904540,34039,Union County,New Jersey,07203,1,5.656111111111111,1,2,2,2,3182,9,3,40.65,-74.26
Pas Va Rg Hs D1 Bd O Ed,03103990,34031,Passaic County,New Jersey,07424,1,14.02,0,1,1,1,1255,1,1,40.87,-74.21
Fair Lawn BD Of ED,00301450,34003,Bergen County,New Jersey,07410,0,0,0,1,1,1,5039,10,1,40.93,-74.11
Union City BD Of ED,01705240,34017,Hudson County,New Jersey,07087,1,9.73575,1,1,1,1,12554,15,4,40.77,-74.03
Kinnelon Boro BD Of ED,02702460,34027,Morris County,New Jersey,07405,1,0.5125,0,1,1,1,1854,4,1,40.99,-74.34
Lopatcong Twp BD Of ED,04102790,34041,Warren County,New Jersey,08865,1,6.009889825213721,0,1,1,1,652,2,1,40.68,-75.18
Frankford Twp BD Of ED,03701560,34037,Sussex County,New Jersey,07826,1,9.034986234513827,0,1,1,1,495,1,1,41.14,-74.74
Elizabeth BD Of ED,03901320,34039,Union County,New Jersey,07208,1,1.963842076317664,1,3,2,1,27543,39,3,40.67,-74.23
Jackson Twp BD Of ED,02902360,34029,Ocean County,New Jersey,08527,1,7.567907995618839,0,2,3,1,8411,10,1,40.1,-74.35
The Center School,02409486,34035,Somerset County,New Jersey,08873,1,2,0,3,1,4,92,1,1,40.49,-74.48
High Point Reg BD Of ED,03702165,34037,Sussex County,New Jersey,07461,1,7.5675675675675675,0,1,1,1,892,1,1,41.2,-74.6
Great Meadows Reg,04101785,34041,Warren County,New Jersey,07838,1,10,1,1,1,1,670,3,1,40.89,-74.91
Bnos Devorah,03009715,34029,Ocean County,New Jersey,08701,1,6,0,1,1,4,921,1,2,40.09,-74.21
Manalap Eng Reg BD Of ED,02502920,34025,Monmouth County,New Jersey,07726,1,1.0919230769230768,0,2,2,2,5016,8,1,40.29,-74.36
Del Val Reg H S BD Of ED,01901050,34019,Hunterdon County,New Jersey,08825,1,4.010000959580344,1,1,1,1,779,1,1,40.52,-75.05
