sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Barnwell 45,0645,45011,Barnwell County,South Carolina,29812,0,0,0,1,1,2,2140,4,4,33.24,-81.36
Lexington 04,3204,45063,Lexington County,South Carolina,29160,1,3.25047114816815,0,2,1,1,3532,7,4,33.73,-81.1
Orangeburg 05,3805,45075,Orangeburg County,South Carolina,29115,1,4.025,1,1,1,1,6381,15,4,33.49,-80.86
Newberry County,3601,45071,Newberry County,South Carolina,29108,1,6.41388888888889,0,1,1,1,6098,12,3,34.27,-81.61
"Open Arms Shelter, Capa",5682,45013,Beaufort County,South Carolina,29901,1,6.2,1,2,3,2,15,1,,32.42,-80.68
Marlboro County,3501,45069,Marlboro County,South Carolina,29512,0,0,1,2,3,4,4189,8,4,34.63,-79.68
Chabad Academy,6213,45051,Horry County,South Carolina,29577,1,7.1,1,2,2,2,94,1,3,33.69,-78.89
Hampton 02,2502,45049,Hampton County,South Carolina,29918,1,2.333333333333333,1,3,1,2,732,3,4,32.75,-81.24
Calhoun Falls Charter School - Sc Public Charter District,6201,45001,Abbeville County,South Carolina,29628,0,0,0,1,1,,142,1,3,34.09,-82.59
Barnwell 19,0619,45011,Barnwell County,South Carolina,29817,0,0,0,1,1,2,603,2,4,33.36,-81.28
Legacy Early College,6097,45045,Greenville County,South Carolina,29611,1,12.5,0,1,1,1,1397,1,4,34.83,-82.46
"Windwood Farm Home For Children, Inc.",5695,45019,Charleston County,South Carolina,29429,0,0,0,1,1,1,25,1,,33.03,-79.61
Berkeley County,0801,45015,Berkeley County,South Carolina,29461,1,2.5108641975308643,1,2,2,1,36294,45,3,33.19,-79.99
Georgetown County,2201,45043,Georgetown County,South Carolina,29440,0,0,1,1,1,1,9378,18,3,33.36,-79.29
Polaris Tech Charter School,6411,45053,Jasper County,South Carolina,29936,0,0,1,1,1,2,285,1,2,32.48,-80.98
Clarendon 02,1402,45027,Clarendon County,South Carolina,29102,0,0,0,1,1,1,2907,6,4,33.69,-80.21
Royal Live Oaks Academy-Ridgeland - Charter Institute Of Erskine,6304,45053,Jasper County,South Carolina,29927,1,5.5,0,1,1,3,601,1,3,32.27,-81.07
Sumter County,4301,45085,Sumter County,South Carolina,29150,0,0,1,,,,16693,24,4,33.94,-80.39
Horry County,2601,45051,Horry County,South Carolina,29526,0,0,0,1,1,1,47745,53,3,33.83,-79.04
Clarendon 01,1401,45027,Clarendon County,South Carolina,29148,0,0,1,2,2,2,755,3,4,33.6,-80.35
"High Point Academy, Inc. Charter School",4701,45083,Spartanburg County,South Carolina,29303,0,0,0,2,2,2,1269,1,2,35,-81.96
Richland 02,4002,45079,Richland County,South Carolina,29229,1,3.0972750865051903,1,2,1,1,28559,34,3,34.14,-80.89
Lexington 05,3205,45079,Richland County,South Carolina,29063,1,11.692857142857143,0,1,1,1,17706,21,2,34.09,-81.18
Chesterfield County,1301,45025,Chesterfield County,South Carolina,29709,1,1.008173076923077,1,1,1,1,9217,16,4,34.73,-80.08
Thornwell Children's Home,5870,45059,Laurens County,South Carolina,29325,0,0,0,2,2,1,70,1,,34.47,-81.86
Lead Academy Charter School,6225,45045,Greenville County,South Carolina,29607,1,4.038235653982626,0,1,1,1,400,1,3,34.83,-82.37
Anderson 05,0405,45007,Anderson County,South Carolina,29625,1,0.6374968214335835,1,3,1,1,13940,19,3,34.56,-82.76
Bamberg 02,0502,45009,Bamberg County,South Carolina,29042,1,5.1,1,3,3,1,677,3,4,33.31,-81.13
Clarendon 03,1403,45027,Clarendon County,South Carolina,29162,1,7.039130434782608,0,1,1,1,1311,2,3,33.89,-80.01
Amikids - Beaufort Marine Instit,5697,45013,Beaufort County,South Carolina,29940,0,0,0,2,2,2,13,1,,32.56,-80.73
St. Martin De Porres School,5692,45079,Richland County,South Carolina,29204,1,3,1,1,1,1,44,1,4,34.03,-81
Helping Hands Of Clemson Inc,5679,45077,Pickens County,South Carolina,29630,1,6.377358490566038,1,1,1,1,37,1,,34.72,-82.78
Allendale County,0301,45005,Allendale County,South Carolina,29810,0,0,1,1,1,1,1154,4,4,33,-81.3
"New Foundations Home For Children, Inc.",5666,45007,Anderson County,South Carolina,29625,0,0,1,1,1,1,73,1,,34.56,-82.76
York 01 - York,4601,45091,York County,South Carolina,29745,1,10.04,0,1,1,1,5318,9,3,34.99,-81.23
Richland 01,4001,45079,Richland County,South Carolina,29201,1,3.6505739490651816,1,1,1,1,23781,48,4,34,-81.03
Pamela Bienkoski,3202,45063,Lexington County,South Carolina,29169,1,10.216204289088477,0,1,1,1,9007,13,3,33.99,-81.08
Orangeburg 04,3804,45075,Orangeburg County,South Carolina,29038,1,10.83174603174603,1,1,1,1,3569,7,4,33.37,-81
Abbeville County,0160,45001,Abbeville County,South Carolina,29620,1,1.6383706739568327,1,1,1,1,3035,8,3,34.17,-82.37
Aiken County,0201,45003,Aiken County,South Carolina,29803,1,0.050625,1,1,1,1,23558,40,3,33.49,-81.76
Fort Jackson Elementary,5678,45079,Richland County,South Carolina,29206,0,0,0,1,1,1,602,2,2,34.03,-80.96
York 03 - Rock Hill,4603,45091,York County,South Carolina,29730,0,0,0,2,1,1,17827,27,2,34.93,-81.02
Marion County,3410,45067,Marion County,South Carolina,29571,0,0,1,1,1,1,4376,11,4,34.17,-79.4
Spartanburg 07,4207,45083,Spartanburg County,South Carolina,29307,1,1.8692307692307693,1,1,1,1,7810,13,3,34.98,-81.83
Barnwell 29,0629,45011,Barnwell County,South Carolina,29853,0,0,0,1,1,2,865,2,4,33.4,-81.42
Spartanburg 03,4203,45083,Spartanburg County,South Carolina,29346,1,3.6913877551020406,0,1,1,1,2956,7,3,34.95,-81.84
Laurel Bay School,5698,45013,Beaufort County,South Carolina,29906,0,0,0,1,1,1,659,2,2,32.45,-80.75
Williamsburg County,4501,45089,Williamsburg County,South Carolina,29556,1,3.978543046357616,1,3,1,2,3595,10,4,33.66,-79.82
Greenville Renewable Energy Education Charter School,6320,45045,Greenville County,South Carolina,29615,0,0,0,,,,840,2,1,34.86,-82.3
Mevers School Of Excellence,6392,45015,Berkeley County,South Carolina,29445,0,0,0,1,1,1,852,1,2,32.98,-79.99
Carolina Youth Dev Cnt,5670,45019,Charleston County,South Carolina,29405,1,4.5,0,1,1,1,36,1,,32.86,-79.98
Anderson 01,0401,45007,Anderson County,South Carolina,29697,0,0,0,,,,10230,14,2,34.61,-82.47
Anderson 02,0402,45007,Anderson County,South Carolina,29654,0,0,0,1,1,1,3785,7,3,34.44,-82.39
Greenwood 51,2451,45059,Laurens County,South Carolina,29692,1,2.518878554793303,0,1,1,1,951,3,4,34.39,-82.24
Riverview Charter School,6184,45013,Beaufort County,South Carolina,29906,0,0,0,1,1,1,661,1,1,32.45,-80.75
Florence 03,2103,45041,Florence County,South Carolina,29560,0,0,1,,,,3442,9,4,33.86,-79.75
Florence 05,2105,45041,Florence County,South Carolina,29555,0,0,0,3,1,1,1282,3,3,33.81,-79.44
Greenwood 52,2452,45047,Greenwood County,South Carolina,29666,1,3.01,0,1,1,1,1570,4,3,34.17,-82.02
Charleston County,1001,45019,Charleston County,South Carolina,29405,0,0,1,1,1,1,51517,88,3,32.86,-79.98
Spartanburg 05,4205,45083,Spartanburg County,South Carolina,29334,1,8.704856498255992,0,1,1,1,8965,12,2,34.93,-82.13
Greenville County,2301,45045,Greenville County,South Carolina,29602,1,3.8681486624864987,1,1,1,1,75967,89,3,34.83,-82.37
Florence 04,2104,45041,Florence County,South Carolina,29161,0,0,0,1,1,1,671,1,4,34.13,-79.94
Jasper County,2701,45053,Jasper County,South Carolina,29936,1,1.62,1,1,1,1,2567,4,4,32.48,-80.98
Fairfield County,2001,45039,Fairfield County,South Carolina,29180,1,2.41,1,1,1,1,2651,8,4,34.37,-81.08
Bettis Preparatory Leadership Academy,6415,45037,Edgefield County,South Carolina,29847,1,7,0,1,1,1,164,1,3,33.74,-81.84
Pee Dee Math Science And Technology Academy,6310,45061,Lee County,South Carolina,29010,0,0,0,2,1,4,182,1,4,34.21,-80.24
Sc Dept Of Correction,5209,45079,Richland County,South Carolina,29210,0,0,0,1,1,1,361,5,,34.05,-81.11
Union County,4401,45087,Union County,South Carolina,29379,1,8.5,0,1,1,1,4018,6,4,34.72,-81.62
Tara Hall Home For Boys,5693,45043,Georgetown County,South Carolina,29442,0,0,0,2,3,4,10,1,,33.36,-79.29
Orangeburg 03,3803,45075,Orangeburg County,South Carolina,29059,0,0,0,1,1,1,2626,6,4,33.32,-80.41
Saluda County,4101,45081,Saluda County,South Carolina,29138,1,6.129055322712444,1,1,1,1,2346,4,4,34,-81.77
Dillon 04,1704,45033,Dillon County,South Carolina,29536,0,0,1,,,,4136,8,4,34.42,-79.36
Dillon 03,1703,,,South Carolina,295655,0,0,0,1,1,1,1627,3,3,,
Spartanburg 01,4201,45083,Spartanburg County,South Carolina,29322,0,0,0,1,2,1,5212,10,2,35.11,-82.14
Sc Dept Of Juvenile Justice,5208,45079,Richland County,South Carolina,29210,0,0,0,1,1,1,331,3,,34.05,-81.11
McCormick County,3301,45065,McCormick County,South Carolina,29835,1,2.2930555555555556,0,1,1,1,726,3,4,33.91,-82.29
Lexington City,391,47077,Henderson County,Tennessee,38351,1,7,0,3,3,4,868,2,3,35.65,-88.39
Chester County,120,47023,Chester County,Tennessee,38340,0,0,0,1,1,1,2804,6,2,35.44,-88.64
Memphis Delta Prep,C311,47157,Shelby County,Tennessee,38106,1,2,1,1,1,1,310,1,4,35.1,-90.09
Hardin County,360,47071,Hardin County,Tennessee,38372,1,12.425665023060983,1,3,2,1,3561,7,4,35.22,-88.23
Bradford SSD,274,47053,Gibson County,Tennessee,38316,1,7.018137085943164,0,1,1,1,585,2,3,36.07,-88.81
Lebanon SSD,951,47189,Wilson County,Tennessee,37087,1,3.5219158469945353,0,1,1,1,3937,6,3,36.2,-86.32
Trousdale County,850,47169,Trousdale County,Tennessee,37074,1,7.7235458823529415,0,3,3,2,1289,3,4,36.39,-86.15
Rhea County,720,47143,Rhea County,Tennessee,37321,1,7.005772492227339,0,1,1,1,4292,7,4,35.49,-85.01
Dyersburg City,231,47045,Dyer County,Tennessee,38024,0,0,0,1,1,1,2682,4,3,36.03,-89.38
Purpose Preparatory Academy,C400,47037,Davidson County,Tennessee,37228,0,0,0,1,1,4,388,1,4,36.2,-86.8
Jackson County,440,47087,Jackson County,Tennessee,38562,1,4,0,1,1,1,1487,4,4,36.36,-85.65
Jefferson County,450,47089,Jefferson County,Tennessee,37725,1,5.666666666666667,0,4,3,2,7214,12,3,36.02,-83.41
Smith County,800,47159,Smith County,Tennessee,37030,1,5.700428571428572,0,1,1,1,3055,9,3,36.25,-85.94
Dyer County,230,47045,Dyer County,Tennessee,38024,1,4.277512562814071,0,4,3,1,3947,8,3,36.03,-89.38
Moore County,640,47127,Moore County,Tennessee,37352,1,7.096,0,2,2,2,896,2,2,35.28,-86.35
Polk County,700,47139,Polk County,Tennessee,37307,1,3.5882882882882883,0,1,1,1,2314,6,4,35.17,-84.65
Union City,661,47131,Obion County,Tennessee,38261,1,9,1,1,1,1,1632,3,3,36.42,-89.05
Sequatchie County,770,47153,Sequatchie County,Tennessee,37327,1,10.115456,0,1,1,1,2272,3,4,35.37,-85.38
Knox County,470,47093,Knox County,Tennessee,37901,1,10.586079761619835,1,1,1,1,61712,91,3,35.97,-83.94
Rutherford County,750,47149,Rutherford County,Tennessee,37128,1,3.3333333333333335,0,3,1,1,46523,47,2,35.78,-86.49
Bells City,172,47033,Crockett County,Tennessee,38006,1,7,0,,1,1,420,1,3,35.71,-89.08
Monroe County,620,47123,Monroe County,Tennessee,37354,1,4.036873636363636,0,1,1,1,5336,12,3,35.52,-84.35
Maury County,600,47119,Maury County,Tennessee,38401,0,0,0,1,1,1,12938,22,3,35.62,-87.04
Union County,870,47173,Union County,Tennessee,37807,1,0.5123456790123457,0,2,1,1,2876,9,4,36.24,-83.8
Putnam County,710,47141,Putnam County,Tennessee,38506,1,12.27304851196818,1,1,1,1,11840,19,3,36.19,-85.43
Alvin C York,961,47049,Fentress County,Tennessee,38556,0,0,0,1,1,1,511,1,3,36.43,-84.93
Perea Elementary School,C390,47157,Shelby County,Tennessee,38107,0,0,1,,,,71,1,4,35.17,-90.02
Roane County,730,47145,Roane County,Tennessee,37763,1,0.97265625,1,1,1,1,6576,16,3,35.87,-84.51
Millington,798,47157,Shelby County,Tennessee,38053,1,7.21875,0,1,1,1,2603,4,4,35.33,-89.88
McNairy County,550,47109,McNairy County,Tennessee,38375,0,0,0,4,1,1,4300,8,4,35.17,-88.59
Blount County,050,47009,Blount County,Tennessee,37803,0,0,0,1,1,1,10321,21,3,35.74,-83.97
Humboldt City,271,47053,Gibson County,Tennessee,38343,1,1.1446111111111112,1,1,1,1,1175,3,4,35.82,-88.9
Intrepid College Prep,C268,47037,Davidson County,Tennessee,37013,1,2.5,0,1,1,1,635,2,3,36.04,-86.64
Manchester City Schools,161,47031,Coffee County,Tennessee,37355,1,6.310902777777778,1,1,1,1,1422,3,3,35.46,-86.08
Lauderdale County,490,47097,Lauderdale County,Tennessee,38063,1,1.4392857142857143,1,1,1,1,3983,7,4,35.74,-89.53
Johnson City,901,47179,Washington County,Tennessee,37601,1,6.013411747830453,0,2,2,1,8133,11,2,36.33,-82.36
Knowledge Academies,C295,47037,Davidson County,Tennessee,37013,0,0,0,,,,956,1,3,36.04,-86.64
Tipton County,840,47167,Tipton County,Tennessee,38019,1,0.9230769230769231,0,1,1,1,10663,13,3,35.56,-89.64
Robertson County,740,47147,Robertson County,Tennessee,37172,1,4.6175,1,3,3,2,11462,20,3,36.49,-86.87
Decatur County,200,47039,Decatur County,Tennessee,38329,1,6.061496350364964,0,2,1,1,1618,4,3,35.58,-88.11
Cleveland City,061,47011,Bradley County,Tennessee,37311,1,6.0016312161022825,1,2,2,2,5629,8,3,35.17,-84.86
Morgan County,650,47129,Morgan County,Tennessee,37887,1,10.560473835755129,0,1,1,1,2945,7,4,36.1,-84.58
Hickman County,410,47081,Hickman County,Tennessee,37033,0,0,0,3,1,1,3281,8,4,35.79,-87.44
Cocke County,150,47029,Cocke County,Tennessee,37821,0,0,0,,,,4563,11,4,35.96,-83.19
Bedford County,020,47003,Bedford County,Tennessee,37160,1,4.05,0,1,1,1,8676,14,4,35.49,-86.44
Helen Ross Mcnabb-Gateway Center,R340,47009,Blount County,Tennessee,37777,0,0,0,2,2,1,31,2,,35.82,-84.04
Henderson County,390,47077,Henderson County,Tennessee,38351,1,0.2222222222222222,0,1,1,1,4009,9,3,35.65,-88.39
Jackson-Madison County,570,47113,Madison County,Tennessee,38305,1,10.949703798627002,1,1,1,1,12768,23,4,35.7,-88.77
Bledsoe County,040,47007,Bledsoe County,Tennessee,37367,1,13.0625,1,1,1,1,1681,5,4,35.6,-85.19
Sullivan County,820,47163,Sullivan County,Tennessee,37617,1,0.09318181818181817,0,2,2,3,9563,22,3,36.53,-82.32
Bartlett,794,47157,Shelby County,Tennessee,38134,0,0,0,,,,9214,11,1,35.17,-89.86
Alamo City,171,47033,Crockett County,Tennessee,38001,0,0,0,2,1,1,645,1,3,35.78,-89.11
McKenzie SSD,094,47017,Carroll County,Tennessee,38201,0,0,0,1,1,1,1241,3,3,36.13,-88.51
Wilson County,950,47189,Wilson County,Tennessee,37087,1,4.3629999999999995,0,3,2,2,18799,20,1,36.2,-86.32
Lewis County,510,47101,Lewis County,Tennessee,38462,0,0,0,2,1,1,1744,4,3,35.55,-87.55
Hawkins County,370,47073,Hawkins County,Tennessee,37857,1,7.247621846441529,1,4,3,1,6572,18,3,36.4,-83
Florence Crittenton Agency,R260,47093,Knox County,Tennessee,37909,1,12.6,0,1,1,1,56,1,,35.95,-84.02
Chattanooga Girls Leadership Acd.,C095,47065,Hamilton County,Tennessee,37404,0,0,0,2,2,1,415,2,4,35.03,-85.27
Germantown,796,47157,Shelby County,Tennessee,38138,0,0,0,1,1,1,6109,5,1,35.08,-89.79
Macon County,560,47111,Macon County,Tennessee,37083,1,2.0256808510638296,0,3,3,4,4020,8,3,36.52,-86.03
Crockett County,170,47033,Crockett County,Tennessee,38001,1,1.8499999999999996,0,2,2,2,2028,5,3,35.78,-89.11
Paris SSD,401,47079,Henry County,Tennessee,38242,1,1.3,0,1,1,1,1722,3,3,36.3,-88.3
Loudon County,530,47105,Loudon County,Tennessee,37774,1,5.252888741874185,0,2,2,1,5105,9,3,35.73,-84.35
Campbell County,070,47013,Campbell County,Tennessee,37757,1,7.311885945752751,1,1,1,1,5422,13,4,36.33,-84.19
King'S Daughters School,R420,47119,Maury County,Tennessee,38401,1,2.0666666666666664,0,4,3,2,60,2,,35.62,-87.04
Dayton City,721,47143,Rhea County,Tennessee,37321,1,10.046242774566474,0,3,1,1,877,1,4,35.49,-85.01
Brinkley Heights Urban Academy,P050,47157,Shelby County,Tennessee,38122,0,0,0,1,1,1,100,1,4,35.16,-89.92
Republic Charter Schools,C498,47037,Davidson County,Tennessee,37209,1,2,0,2,2,4,1735,4,3,36.19,-86.95
Memphis Academy Of Health Sciences,C309,47157,Shelby County,Tennessee,38128,0,0,0,,,,687,2,4,35.22,-89.93
Overton County,670,47133,Overton County,Tennessee,38570,1,13.65,1,1,1,1,3172,8,3,36.38,-85.32
Hancock County,340,47067,Hancock County,Tennessee,37869,0,0,1,3,1,1,1040,3,4,36.53,-83.21
Greene County,300,47059,Greene County,Tennessee,37743,0,0,0,1,1,1,6682,16,3,36.07,-82.86
Trenton SSD,273,47053,Gibson County,Tennessee,38382,1,11.888093952483802,0,1,1,1,1421,3,3,35.97,-88.93
Sumner County,830,47165,Sumner County,Tennessee,37066,0,0,0,1,1,1,29825,49,2,36.37,-86.45
Alcoa City,051,47009,Blount County,Tennessee,37701,0,0,0,1,1,1,2098,4,2,35.79,-83.97
Tullahoma City,162,47031,Coffee County,Tennessee,37388,1,10.020678971381763,1,2,1,1,3365,7,4,35.37,-86.2
Montgomery County,630,47125,Montgomery County,Tennessee,37040,1,5.549777824059199,0,4,3,2,35784,39,2,36.56,-87.34
Arlington,793,47157,Shelby County,Tennessee,38002,0,0,0,1,1,,4717,4,1,35.28,-89.66
Elizabethton City,101,47019,Carter County,Tennessee,37643,0,0,0,2,1,1,2584,5,3,36.33,-82.23
Lawrence County,500,47099,Lawrence County,Tennessee,38464,1,7.858333333333334,1,1,1,1,7093,12,3,35.24,-87.33
Tenn Sch For Deaf,964,47093,Knox County,Tennessee,37920,1,5.5,0,1,1,1,151,1,1,35.91,-83.87
Athens City,541,47107,McMinn County,Tennessee,37303,1,9.53355794409931,0,1,1,1,1718,5,4,35.45,-84.6
Lake County,480,47095,Lake County,Tennessee,38079,0,0,0,1,1,1,774,3,4,36.37,-89.47
Murfreesboro City,751,47149,Rutherford County,Tennessee,37127,1,13.25,0,1,1,1,9045,12,3,35.78,-86.33
Hardeman County,350,47069,Hardeman County,Tennessee,38008,1,5,1,2,2,2,3565,9,4,35.26,-88.99
"Frontier Health, Inc.",R300,47163,Sullivan County,Tennessee,37660,0,0,0,1,1,2,19,3,,36.52,-82.55
Johnson County,460,47091,Johnson County,Tennessee,37683,1,4.670083487940631,0,2,1,1,2080,7,4,36.47,-81.8
Coffee County,160,47031,Coffee County,Tennessee,37355,1,2.1,1,1,1,1,4480,10,3,35.46,-86.08
Oneida SSD,761,47151,Scott County,Tennessee,37841,1,1.3333333333333333,0,1,1,1,1215,3,3,36.5,-84.51
Williamson County,940,47187,Williamson County,Tennessee,37064,0,0,0,1,1,1,40743,47,1,35.88,-86.95
Creative Life Preparatory School,P100,47157,Shelby County,Tennessee,38106,1,3,1,1,1,1,53,1,4,35.1,-90.09
Sacred Heart School - Loretto,P460,47099,Lawrence County,Tennessee,38469,1,2.025,0,1,1,2,83,1,1,35.08,-87.43
Kipp Memphis,C290,47157,Shelby County,Tennessee,38112,1,1,1,1,1,1,2787,7,4,35.15,-89.98
White County,930,47185,White County,Tennessee,38583,1,11.017238076996744,0,2,2,1,3966,8,3,35.93,-85.47
Maryville City,052,47009,Blount County,Tennessee,37803,0,0,0,1,1,1,5295,7,1,35.74,-83.97
Houston County,420,47083,Houston County,Tennessee,37061,1,0.5,0,1,1,1,1389,4,3,36.31,-87.7
Wayne County,910,47181,Wayne County,Tennessee,38485,1,8.415584415584416,0,1,1,1,2655,7,2,35.32,-87.75
Sacred Heart School-Lawrenceburg,P420,47099,Lawrence County,Tennessee,38464,0,0,0,1,1,1,82,1,2,35.24,-87.33
Haywood County,380,47075,Haywood County,Tennessee,38012,1,0.9029999999999999,0,1,1,1,2943,5,4,35.59,-89.25
Clay County,140,47027,Clay County,Tennessee,38551,1,6.688793103448276,0,1,1,1,1129,4,3,36.54,-85.5
Weakley County,920,47183,Weakley County,Tennessee,38225,1,7.5,0,1,1,1,4233,11,3,36.27,-88.69
Grainger County,290,47057,Grainger County,Tennessee,37861,1,1,0,1,2,1,3460,9,3,36.27,-83.52
Rogersville City,371,47073,Hawkins County,Tennessee,37857,1,8,0,4,3,1,668,1,3,36.4,-83
Richard City SSD,581,47115,Marion County,Tennessee,37380,0,0,0,2,1,2,268,1,4,35.01,-85.71
Bradley County,060,47011,Bradley County,Tennessee,37311,1,7.1,1,1,,1,10356,16,3,35.17,-84.86
Rocketship Education,C500,47037,Davidson County,Tennessee,37207,1,7.557786933796399,1,1,1,1,1100,2,4,36.23,-86.78
South Carroll Co SSD,095,47017,Carroll County,Tennessee,38344,1,5.215325937407479,0,2,1,1,354,1,3,36,-88.41
Perry County,680,47135,Perry County,Tennessee,37096,0,0,0,3,2,1,1062,4,3,35.61,-87.84
Humphreys County,430,47085,Humphreys County,Tennessee,37185,1,2.501582991955226,0,1,1,1,3104,7,3,36.09,-87.78
Shelby County Schools,792,47157,Shelby County,Tennessee,38112,1,8.691575645526028,1,1,1,1,114112,211,4,35.15,-89.98
Franklin SSD,941,47187,Williamson County,Tennessee,37064,0,0,0,1,1,1,3572,8,2,35.88,-86.95
Avondale,P039,47065,Hamilton County,Tennessee,37406,0,0,0,1,1,1,45,1,3,35.06,-85.25
West Tenn Sch For Deaf,960,47113,Madison County,Tennessee,38301,0,0,0,2,2,1,37,1,3,35.63,-88.82
Dickson County,220,47043,Dickson County,Tennessee,37055,1,6.2006250000000005,1,2,2,1,8605,15,2,36.07,-87.37
Fayetteville City,521,47103,Lincoln County,Tennessee,37334,1,1.8333333333333333,0,1,1,1,1427,3,3,35.14,-86.56
Lincoln County,520,47103,Lincoln County,Tennessee,37334,1,0.75,0,1,1,1,3916,8,2,35.14,-86.56
Sevier County,780,47155,Sevier County,Tennessee,37862,1,3.413793103448276,1,1,1,1,14678,29,3,35.78,-83.61
Lakeway Christian Schools,P250,47063,Hamblen County,Tennessee,37813,1,5.811999999999999,0,1,1,1,400,2,1,36.21,-83.29
